sku,Name,Brand,Categories,Price,Discount,Sale Price,Description,Images,Length,Width,Height
AG2.20018,Ellipse Bench-Ebony,Global Views,Seating > Benches & Ottomans,3398,,,"An evocative marriage of golden painted metal (iron), black cowhide leather and black stained wood that allows the natural grain of the wood to still be seen in forms redolent of the upbeat 1920's! Completely on trend for today's mood and style; sensual, provocative, and flirtatious. A sideboard, tables, and bench are beautifully infused with these elements we call the collection Ellipse. A metal filet separates the curved wooden edge with the leather surface/top of the bench.

Overall 54""L x 18""W x 19""H (55 lbs)
Leg 13""H
Stretcher 5""H

Weight limit 800 lbs
Foam Density 2.18 lb/ft","AG2.20018-1, AG2.20018-2, AG2.20018-3, AG2.20018-4, AG2.20018-5",54,18,19
AG2.20025,Ellipse Queen Bed-Black,Global Views,Beds,5998,,,"* ALSO AVAILABLE IN KING

With gentle sweeping curves, our Ellipse Bed is covered in black leather and brass-plated steel with American white oak pie shaped veneer inserts creating a unique wood grain pattern. Headboard has a finished back so it can be positioned anywhere in a room. 5"" box spring is recommended to achieve the perfect mattress height.

Overall 65""W x 57.5""H x 84.25""D (430 lbs)
Platform 18""H
Leg 9.25""H
Headboard 65""W x 57.5""H x 2.75""D

Adjustable nylon glides
Leather
","AG2.20025-1, AG2.20025-2, AG2.20025-3, AG2.20025-4, AG2.20025-5, AG2.20025-6, AG2.20025-7, AG2.20025-8",65,84.25,57.5
AG2.20028,Ellipse Queen Bed-Ivory,Global Views,Beds,5998,,,"* ALSO AVAILABLE IN KING

With gentle sweeping curves, our Ellipse Bed is covered in ivory leather and pewter metal finish with American white oak pie shaped veneer inserts creating a unique wood grain pattern. Headboard has a finished back so it can be positioned anywhere in a room. 5"" box spring is recommended to achieve to the perfect mattress height.

Overall 65""W x 57.5""H x 84.25""D (430 lbs)
Platform 18""H
Leg 9.25""H
Headboard 65""W x 57.5""H x 2.75""D

Adjustable nylon glides
Leather","AG2.20028-1, AG2.20028-2, AG2.20028-3, AG2.20028-4, AG2.20028-5",65,84.25,57.5
9.91963,Twig Bulb Lamp-Brass,Global Views,Lighting > Table Lamps,1298,,,"A gorgeous addition to THE Global Views best selling Twig Collection, this wonderful lamp features a wrapped twig around the base. The twig finial extends beyond the round drum brass finished steel shade for a touch of natural beauty.

Overall 40""H x 17""Dia. (31.5 lbs)
Shade 7.5""H x 17""Dia.
Base 7.5""L x 7.5""W x 40""H

Holds two 60W ""A"" bulbs
8' clear gold cord, switch on cord
White perforated metal diffuser
UL listed
Round drum brass finished steel shade","9.91963-1, 9.91963-2",17,17,40
AG2.20019,Ellipse Cocktail Table-Ebony,Global Views,Tables > Cocktail Tables,3598,,,"An evocative marriage of golden painted metal (iron), black cowhide leather and black stained wood that allows the natural grain of the wood to still be seen in forms redolent of the upbeat 1920's! Completely on trend for today's mood and style; sensual, provocative, and flirtatious. A sideboard, tables, and bench are beautifully infused with these elements we call the collection Ellipse. A metal filet separates the curved wooden edge with the leather surface/top of the table.

Overall 46""L x 28""W x 18.25""H (75 lbs)
Glass 42""L x 24.5""W
Leg 14.25""H
Stretcher 6.25""H","AG2.20019-1, AG2.20019-2, AG2.20019-3, AG2.20019-4, AG2.20019-5, AG2.20019-6",46,28,18.25
AG2.20017,Ellipse Sideboard-Ebony,Global Views,Credenzas & Sideboards,6438,,,"An evocative marriage of golden painted iron, black cowhide leather and black stained wood that allows the natural grain of the wood to be seen in forms redolent of the upbeat 1920's! Completely on trend for today's mood and style; sensual, provocative, and flirtatious. A sideboard, tables, and bench are beautifully manifested with these elements we call the collection Ellipse. Two doors open to reveal three sections, adjustable shelves, middle four drawers, adjustable levelers. Metal filet separates the curved leather edge from the wood finished surfaces.

Overall 72""W x 36.25""H x 21.25""D (230 lbs)
Left/Right 11.75""W x 17""H x 14.5""D
Drawers 9""W x 1.25""H x 13""D
Center 22""W x 8.5""H x 14.5""D
Leg 16""H
Stretcher 9""H","AG2.20017-1, AG2.20017-2, AG2.20017-3, AG2.20017-4, AG2.20017-5, AG2.20017-6, AG2.20017-7, AG2.20017-8, AG2.20017-9",72,21.25,36.25
9.93378,Brass Loop Pillow-Beige/Black,Global Views,Accessories > Pillows,258,,,"A black and white pattern is interrupted by a brass colored loop. This stunning pillow comes with a luxurious down insert.

Overall 20""L x 20""W (3.2 lbs)

Shell 100% Cotton, Lining 100% Cotton
95/5 Down Filling
","9.93378-1, 9.93378-2, 9.93378-3",20,10,20
AG2.20012,Ellipse Sideboard-Ivory,Global Views,Credenzas & Sideboards,6438,,,"An evocative marriage of metal, leather and wood in forms redolent of the upbeat 1920's! Completely on trend for today's mood and style; sensual, provocative, and flirtatious. A sideboard, tables and bench are beautifully manifested with these elements we call the collection Ellipse.

Overall 72""W x 36.25""H x 21.25""D (230 lbs)
Left and right sections 11.75""W x 17""H x 14.5""D
Center four drawers 9""W x 1.25""H x 13""D
Center section 22""W x 8.5""H x 14.5""D
Leg 16""H
Stretcher 9""H","AG2.20012-1, AG2.20012-2, AG2.20012-3, AG2.20012-4, AG2.20012-5, AG2.20012-6, AG2.20012-7, AG2.20012-8, AG2.20012-9",72,21.25,36.25
AG2.20013,Ellipse Bench-Ivory,Global Views,Seating > Benches & Ottomans,3398,,,"An evocative marriage of metal, leather and wood in forms redolent of the upbeat 1920's! Completely on trend for today's mood and style; sensual, provocative, and flirtatious. A sideboard, tables and bench are beautifully manifested with these elements we call the collection Ellipse

Overall 54""L x 18""W x 19""H (55 lbs)
Stretcher 5""H
Leg 13""H

Weight Limit 800 lbs
Foam Density 2.18 lbs/ft","AG2.20013-1, AG2.20013-2, AG2.20013-3, AG2.20013-4, AG2.20013-5, AG2.20013-6",54,18,19
AG2.20014,Ellipse Cocktail Table-Ivory,Global Views,Tables > Cocktail Tables,3598,,,"An evocative marriage of metal, leather and wood in forms redolent of the upbeat 1920's! Completely on trend for today's mood and style; sensual, provocative, and flirtatious. A sideboard, tables and bench are beautifully manifested with these elements we call the collection Ellipse.

Overall 46""L x 28""W x 18.25""H (75 lbs)
Glass shelf 42""L x 24.5""W
Leg 14.25""H
Stretcher 6.25""H","AG2.20014-1, AG2.20014-2, AG2.20014-3, AG2.20014-4",46,28,18.25
AG2.20026,Ellipse Bedside Cabinet-Black,Global Views,Nightstands,2598,,,"The Ellipse Bedside Cabinet is generously sized with a perfect ellipse shape made of black stained American white oak veneers cut into quadrants to create a beautiful wood grain pattern. Covered in black leather and brass-plated steel.

Overall 26""W x 26.25""H x 19""D (66.4 lbs)
Drawer 14""W x 2""H x 13.75""D
Shelf or Shelves 24""W x 9""H x 17.75""D

Adjustable nylon glides
2 shelves and 1 drawer","AG2.20026-1, AG2.20026-2, AG2.20026-3, AG2.20026-4, AG2.20026-5, AG2.20026-6, AG2.20026-7",26,19,26.25
AG2.20029,Ellipse Bedside Cabinet-Ivory,Global Views,Nightstands,2598,,,"The Ellipse Bedside Cabinet is generously sized with a perfect ellipse shape made of blonde stained American white oak veneers cut into quadrants to create a beautiful wood grain pattern. Covered in ivory leather and pewter metal finish.

Overall 26""W x 26.25""H x 19""D (66.4 lbs)
Drawer 14""W x 2""H x 13.75""D
Shelf or Shelves 24""W x 9""H x 17.75""D

Adjustable nylon glides
2 Shelves and 1 drawer","AG2.20029-1, AG2.20029-2, AG2.20029-3, AG2.20029-4, AG2.20029-5, AG2.20029-6, AG2.20029-7",26,19,26.25
ASH9.90014,Elder Lounge Chair-Bronze-Cambric Stone,Global Views,Seating > Occasional Chairs,2698,,,"Organic tree knots inspired Ashley to design the Elder Collection. She translated those forms into unexpected and modern chair and bench frames, accented by textural fabrics. Each piece is made from hand-forged iron and reflects the natural beauty and permanence of the material.

Overall 26.5""W x 35""H x 33.75""D (89 lbs)
Arm 24.5""H
Seat 19.5""H
Seat 22""D

There are no glides
90% Poly. 10% Linen
Double Rub: 90,000","ASH9.90014-1, ASH9.90014-2, ASH9.90014-3, ASH9.90014-4, ASH9.90014-5, ASH9.90014-6, ASH9.90014-7, ASH9.90014-8, ASH9.90014-9",26.5,33.75,35
9.93508,Swoop Chair-Orange-Nickel,Global Views,Seating > Occasional Chairs,2598,,,"Graceful nickel finished iron frame forms a continuous line from leg to arm to back and back down again. Large welt corduroy.

Overall 30""L x 27""W x 33""H (70 lbs)
Seat 17.5""H
Arm 24""H
Seat 22.5""D
Back 17""H

100% Polyester
Sinuous Springback Nylon Stretch webbing on Seat, 2.2 Dentisy Seat Cushion, channeled poly-dacron filled back
","9.93508-1, 9.93508-2, 9.93508-3, 9.93508-4",30,27,33
FDS9.90057,Cognac Chair and Ottoman,Global Views,Seating > Occasional Chairs,5296,,,"The sculptural metal frame in a sophisticated dark bronze finish, juxtaposed with luxurious camel-colored,hair-on-hide slings, makes the Cognac chair and ottoman both contemporary and storied. This chic addition to any seating group can anchor a room of nearly any style.

Cognac Ottoman
FDS9.90058
Overall 27""W x 19.5""H x 27.5""D (23 lbs)

Cognac Chair
FDS9.90057
Overall 29.5""W x 35.25""H x 34""D (38 lbs)
Seat 15""H
Seat 20""D

*CAN BE PURCHASED SEPARATELY ","FDS9.90057-1, FDS9.90057-2, FDS9.90057-3, FDS9.90057-4, FDS9.90057-5, FDS9.90057-6",27,7.5,19.5
2646,Duncan Chair-Silversmith,Global Views,Seating > Occasional Chairs,1698,,,"A delicate pale grey woven fabric covers the surface of the chair. The back is channel tufted with inset buttons buried deep within the channels. A tight seat and exterior back make for a clean, comfortable seat. The oiled walnut finished rubberwood legs are capped with solid antique brass sabots on all four legs. The leg detail and shape add that extra level of interest such a beautiful chair requires.

Overall 28.5""W x 34.5""H x 34""D (40.3 lbs)
Arm height 20.5""H
Seat height 16.5""H
Seat depth 23.25""D
Distance between arms 20.75""W
Cushion height 4""H
Distance between front legs 24""W
Distance between front and back legs 22.25""W
Distance between back legs 23.25""W

Weight Capacity: 440 lbs
Fabric: Stanton Silvermith - 100% Polyester
Abrasion: 1000,000+ Double Rub","2646-1, 2646-2, 2646-3, 2646-4, 2646-5",28.5,34,34.5
FDS2009,Alix Chair,Global Views,Seating > Occasional Chairs,2998,,,"The Alix Chair has it all: a strong silhouette with crisp and contemporary lines; a nod to midcentury design, but with a modern perspective; a dramatic floating frame over blackened steel legs with an elegant angular back; rich, soft bouclé upholstery, and comfort galore. Built to exacting standards, this piece suits nearly any décor.

Overall 44.5""W x 26""H x 36""D (139 lbs)
Seat 22.75""D
Seat 15.5""H
Arm 20.5""H

Foam, Zig Zag Spring","FDS2009-1, FDS2009-2",44.5,36,26
2651,Mimi Chair-Light Grey Marbled Leather,Global Views,Seating > Occasional Chairs,1358,,,"Reminiscent of the glamorous 1960's, the Global Views Mimi Chair marries modern design, exceptional craftsmanship, and very livable comfort. The barrel seat is covered in top grain marble leather, perched at a perfect pitch atop a three legged walnut-finished bracket base with finials. The Mimi Chair is stunning from every angle and begs to float in a room - offering changing silhouettes of surprising balance and proportion with every view. Classic, current, and timeless, the Mimi Chair harmonizes beautifully within the broad spectrum of high design.

Overall 32.25""W x 26.5""H x 31""D (43 lbs)

Weight Capacity: 200 lbs
Light Grey Marbled Leather
No sag spring, nonwoven fabric, foam, dacron","2651-1, 2651-2, 2651-3, 2651-4, 2651-5, 2651-6",32.25,31,26.5
2639,Wrenn Chair,Global Views,Seating > Occasional Chairs,2598,,,"Wrenn Chair-Fabric/Leather Combo

An updated take on a classic wing chair, our version has detailed wooden trims on the wings of the chair as well as detailing the shape of the arms. The interior is upholstered in our signature marbled grey leather with button tufting details; the exterior in a woven fabric reflective of menswear suiting fabrics. A two personality upholstery job on rubberwood legs and trim, all in an oiled walnut finish.

Overall 25.5""W x 44.5""H x 26.5""D (38 lbs)
Arm height 23.5""L
Seat height 17""L
Seat depth 19.5""L

Fabric Abrasion: 1000,000+ Double Rub
Weight Limit 500 lbs","2639-1, 2639-2, 2639-3, 2639-4, 2639-5, 2639-6, 2639-7",25.5,26.5,44.5
8.82551,Beaumont Floor Mirror-Gold Leaf,Global Views,Accessories > Mirrors,1998,,,"Mirror frame is made of solid pine with gold leaf finish. Decorative beveled cut pattern on mirror with brass clips. Available in two sizes.

Overall 48""W x 96""H x 1.25""D (120 lbs)
Reflective area 91.7""L x 43.7""H

Hangs either horizontally/vertically by a cleat that is provided","8.82551-1, 8.82551-2, 8.82551-3, 8.82551-4, 8.82551-5",48,1.25,96
9.92777,Galapagos Bar,Global Views,Bars,8000,,,"Carved dark wood set off the contrasting brass hardware inspired by the turtlebacks of the oversized species in the Galapagos island.

Overall 39.75""L x 20""W x 72.75""H (306 lbs)
Interior left opening 15.25""L x 15.25""W x 40""H
Right interior opening 22""L x 15.25""W x 30.5""H
Ten wine bottle storage holes 3.75""W x 3.75""H x 14.5""D
Two bottom drawers 32.5""L x 12.5""W x 5.5""H
Legs 13.5""H","9.92777-1,
9.92777-2",,,
9.92402,Teeter Totter Pedestal,Global Views,Accessories > Pedestals,2000,,,"Stone from the desert of Rajasthan is hand chiseled and sculpted by artisans to create this sculptural pedestal. The Pedestal has a removable terrazzo top and four adjustable nylon glides on the base. The table can be used indoors or outdoors.

Overall 16""L x 16""W x 49""H (231 lbs)

Max weight limit 450 lbs","9.92402-1,
9.92402-2,
9.92402-3,
9.92402-4",,,
2564,Reflective Column Pedetal-Block Cerused Oak,Global Views,Accessories > Pedestals,2600,,,"The mirrored surface of the Reflective Column Pedestal displays your favorite things in elevated style. The fluted base in a black cerused oak finish creates a texture-on-texture look that is striking and sharp.

Overall 44""H x 16""Dia. (102 lbs)

Max weight limit 330 lb","2564-1,
2564-2,
2564-3",,,
9.91394,Branch Cabinet,Global Views,Cabinets,6000,,,"The Branch Media Cabinet is an artistically expressed functional piece of furniture. The face and top are hand planed with a carved fluted top edge. The striking branches across the front are cast aluminum and function as legs and pulls. Each of the three doors conceals two adjustable wood shelves. The slat back of the cabinet allows easy access to component wiring and provides ventilation to help keep your audio/video components cooler.

Overall 87""W x 34""H x 24""D (234 lbs)
Each compartment 27""W x 23""H x 20""D

Shelves can hold up to 55 lbs","9.91394-1,
9.91394-2,
9.91394-3,
9.91394-4,
9.91394-5",,,
9.93122,Abstract Block Cabinet,Global Views,Cabinets,2600,,,"The Abstract Block Cabinet is made of wood and covered in a metal sheet with a protective coating. It features a post modern geometric relief pattern. The floating cabinet contains two compartments for ample storage space.

Overall 72""W x 16""H x 18""D (128 lbs)

Can hold up to 200 lb
","9.93122-1,
9.93122-2,
9.93122-3,
9.93122-4,
9.93122-5",,,
2343,Single Skyscraper Pedestal,Global Views,Accessories > Pedestals,1160,,,"Like a towering building, our Single Skyscraper Pedestal commands quite a presence. The rich zebra wood veneer adds warmth to the look.

Overall 14""L x 14""W x 48""H (48 lbs)
Top 10.75""L x 10.75""W

Max weight limit 250 lbs
","2343-1,
2343-2,
2343-3,
2343-4",,,
ASH2006,Fountain Buffet,Global Views,Credenzas & Sideboards,7600,,,"A study in feminine form and artistic details, our Fountain Collection is classically chic and elegantly modern all at once. Gracious proportions, gorgeous fluting in a soft ivory finish, honed marble tops and hand cast brass pulls make this collection one of Ashleys favorites.

Dimensions
Overall 76""W x 35.75""H x 22.25""D (308 lbs)","ASH2006-1,
ASH2006-2,
ASH2006-3,
ASH2006-4,
ASH2006-5,
ASH2006-6",,,
ASH2007,Fountain Chest,Global Views,Chests,5400,,,"A study in feminine form and artistic details, our Fountain Collection is classically chic and elegantly modern all at once. Gracious proportions, gorgeous fluting in a soft ivory finish, honed marble tops and hand cast brass pulls make this collection one of Ashleys favorites.

Dimensions
Overall 44.25""L x 20.75""W x 35.75""H (150 lbs)","ASH2007-1,
ASH2007-2,
ASH2007-3,
ASH2007-4,
ASH2007-5,
ASH2007-6",,,
9.93567,Triangle Cabinet Brass,Global Views,Cabinets,5200,,,"The Triangle Cabinet has individual triangular blocks of MDF that are hand clad using brass metal sheets. Highly polished white marble top, adjustable European hinges and powder painted steel base.

Overall 68.5""W x 33""H x 18.25""D (150.9 lbs)
Base 9.25""H
3 Doors 22.75""W x 1""H x 22.75""D
3 Cabinets 21.5""W x 20.25""H x 16""D
3 Adjustable Shelves 21.5""W x 1""H x 13.5""D

Shelves adjust to either a 6"" height or a 13.75"" height
","9.93567-1,
9.93567-2,
9.93567-3,
9.93567-4",,,
ASH2008,Foundtain Bedside Chest,Global Views,Chests,3400,,,"A study in feminine form and artistic details, our Fountain Collection is classically chic and elegantly modern all at once. Gracious proportions, gorgeous fluting in a soft ivory finish, honed marble tops and hand cast brass pulls make this collection one of Ashleys favorites.

Overall 32""L x 19.5""W x 28.5""H (144 lbs)","ASH2008-1,
ASH2008-2,
ASH2008-3,
ASH2008-4,
ASH2008-5,
ASH2008-6",,,
9.92359,Galapagos Two Drawer Chest,Global Views,Chests,3000,,,"Carved dark wood set off the contrasting brass hardware inspired by the turtlebacks of the oversized species in the Galapagos island.

Overall 35.75""W x 29.25""H x 18""D (78 lbs)
Drawer interior 32.5""W x 4.5""H x 14""D","9.92359-1,
9.92359-2,
9.92359-3,
9.92359-4,
9.92359-5",,,
9.92774,Pleated Two Door Cabinet,Global Views,Cabinets,2300,,,"Pleated Media cabinet is vintage inspired. Textured pine wood in a black onyx finish with cast aluminum, door pulls. Equipment cooling slat back and adjustable shelves with a metal clad base.

Overall 44""L x 27.75""H x 20""D (109 lbs)
Interior shelves 42""L x 16""W x 10.25""H

Top of cabinet can hold weight up to 225 lbs, each shelf can hold up to 100 lbs.","9.92774-1,
9.92774-2,
9.92774-3,
9.92774-4,
9.92774-5,
9.92774-6",,,
MC-2516,Ostara Media Cabinet,Global Views,Entertainment,4500,,,"The Ostara Media Cabinet was named after the Goddess of the Egg. A delicate eggshell finish is featured on the doors with brass accents which complement the brass sabots on black lacquer legs, giving it a sense of timelessness and durability. The black cerused oak body contrasts the eggshell, letting it glow in perfect balance.

Overall 72""W x 28.25""H x 16""D (178 lbs)
Doors 24""W x 17.25""H
Legs 9""L
Inside each door 23""W x 17.5""H x 13""D","MC-2516-1,
MC-2516-2,
MC-2516-3,
MC-2516-4,
MC-2516-5,
MC-2516-6",,,
9.93727,Library Bookcase Collection,Global Views,Bookcases,4000,,,"The Library Bookcase Collection is made of mango wood with a walnut finish and lacquered brass details. Each piece sold separately.

Overall 34.13""W x 93""H x 15.5""D
Shelf or Shelves 28""W x 12""H x 12""D","9.93727-1,
9.93727-2,
9.93727-3,
9.93727-4",,,
9.92778,Lescot Etagere,Global Views,Etagere,2100,,,"Lescot etagere has a Mansard inspired top detail made of bronze finished metal with tempered glass shelves and adjustable feet.

Overall 37""W x 81""H x 17""D (141 lbs)
Glass shelves x5 34.75""L x 14.75""W x 13.5""H
Glass shelves x1 34.75""L x 14.75""W x 8""H

Weight limit per shelf is 25 lbs","9.92778-1,
9.92778-2,
9.92778-3,
9.92778-4",,,
9.90781,Artisan Chest,Global Views,Chests,1240,,,"The Artisan Chest is solid hand carved wood with hand forged iron frame and details. Two drawers.

Dimensions
Overall 36""W x 29""H x 19.5""D (88 lbs)
Drawers 32.75""W x 6.75""H x 16""D

Legs are replaceable","9.90781-1,
9.90781-2,
9.90781-3,
9.90781-4",,,
