sku,Name,Brand,Categories,Price,Description,Images,Length,Width,Height
493733-MAH,Jonathan Charles Gentleman's Mahogany Wardrobe,Jonathan Charles ,Armoires & Wardrobes,8569.80,"Gentleman's wardrobe with finest crotch mahogany panelled doors on ornate brass return folding hinges and with satinwood crossbanding. Full width internal hanging rail, patinated brass pendant handles, the whole on large bun feet. 
Dim. - IN 47 1/4''w x 27 1/2''d x 89''h
Weight (lbs) 335.1
Materials: Acacia
Other Materials: Mahogany Khaya Crotch veneer, Glass","493733-MAH-1, 493733-MAH-2, 493733-MAH-3, 493733-MAH-4, 493733-MAH-5",47,27,89
494902-SAM,Jonathan Charles Chippendale style commode with fine inlay,Jonathan Charles ,Chests,12342.40,"Spectacular crossbanded and marquetry inlaid chest of drawers with fine carved detail and cast brass mounts after a Thomas Chippendale original, the detailed serpentine doors opening to reveal three further graduated drawers within. A real tour-de-force of the cabinetmakers art.
Dim. - IN 55''w x 24''d x 35 1/4''h
Weight (lbs) 238.1
Materials: Acacia
Other Materials: Oak, Brass, Gold leaf, Sycamore veneer, Makore veneer","494902-SAM-1, 494902-SAM-2, 494902-SAM-3, 494902-SAM-4",55,24,35
492090-WAL,Jonathan Charles Oyster veneer large chest of drawers,Jonathan Charles ,Chests,4739.40,"William and Mary style walnut chest of drawers with decorative geometric oyster veneers. Four graduated drawers with curved and canted profile the whole raised on round bun feet.
Dim. - IN 42 1/2''w x 21''d x 35 3/4''h
Weight (lbs) 165.35
Materials: Acacia
Other Materials: Oak, Oak veneer, Oyster veneer, Brass","492090-WAL-1, 492090-WAL-2, 492090-WAL-3, 492090-WAL-4",42,21,35
494844-MAH,Jonathan Charles Regency style mahogany reverse breakfront chest of drawers,Jonathan Charles ,Chests,3366,"Regency style reverse breakfront chest of four drawers. Two small drawers above two graduated larger drawers. Contrasting stringing throughout and raised on square cross-section feet.
Dim. - IN 43 7/8''w x 20''d x 36''h
Weight (lbs) 156.53
Materials: Acacia, Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass","494844-MAH-1, 494844-MAH-2, 494844-MAH-3, 494844-MAH-4",43,20,36
494023-LAM,Jonathan Charles Biedermeier style mahogany bow front chest,Jonathan Charles ,Chests,2568.60,"Elegant Biedermeier inspired bowfronted chest of two drawers veneered in crotch mahogany with contrasting stringing inlay raised on tapering sweeping legs with matching inlays.
Dim. - IN 34''w x 19''d x 31 1/2''h
Weight (lbs) 82.67
Materials: Acacia, Oak, Mahogany Khaya Crotch veneer, Oak veneer","494023-LAM-1, 494023-LAM-2",34,19,31
494004-LAM,Jonathan Charles Biedermeier style mahogany demilune cabinet,Jonathan Charles ,Chests,3189.60,"Elegant Biedermeier inspired demilune chest of three drawers veneered in crotch mahogany with contrasting stringing inlay raised on tapering sweeping legs with matching inlays. 
Dim. - IN 40''w x 18''d x 35 7/8''h
Weight (lbs) 94.8
Materials: Acacia, Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass","494004-LAM-1, 494004-LAM-2, 494004-LAM-3",40,18,35
492262-MAH,Jonathan Charles Mahogany bedside chest of drawers,Jonathan Charles ,Chests,3211.20,"Classic Regency style mahogany and crossbanded small chest of drawers ideal as a bedside chest, with light antique distress on the two short and three graduated long drawers. All set on splayed tapering legs. The original of c.1815.
Dim. - IN 29 7/8''w x 16 1/8''d x 29 3/4''h
Weight (lbs) 90.39
Materials: Mahogany, Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass","492262-MAH-1, 492262-MAH-2, 492262-MAH-3
",29,16,29
492721-MAH,"Jonathan Charles Mahogany chest of drawers raised base",Jonathan Charles ,Chests,4507.2,"Regency style serpentine fronted chest of three mahogany and crossbanded drawers with patinated brass oval handles raised on tapering panelled legs with brass caps. Ideal as a bedside cabinet.
Dim. - IN 40 1/4''w x 22''d x 38''h
Weight (lbs) 145.51
Materials: Acacia, Oak, Mahogany Khaya Crotch veneer, Oak veneer, Brass","492721-MAH-1, 492721-MAH-2, 492721-MAH-3, 492721-MAH-4",40,22,38
495822-EB002,"Jonathan Charles Chest of Drawers with Eggshell Inlay & Brass Details",Jonathan Charles ,Chests,4507.2,"Chest of Drawers with Eggshell Inlay &
Brass Details

Dim. - IN 44''w x 20 3/4''d x 35 5/8''h
Weight (lbs) 165.35
Materials: Acacia, Egg shell","495822-EB002-1, 495822-EB002-2, 495822-EB002-3, 495822-EB002-4",44,20,35
495805-BLG,"Jonathan Charles Black Writing Desk with Red Leather Top",Jonathan Charles ,Desks,4771,"Black Writing Desk with Red Leather Top

Dim. - IN 62 3/8''w x 30 7/8''d x 30 1/8''h
Weight (lbs) 171.96
Materials: Acacia, Leather , Brass","495805-BLG-1, 495805-BLG-2, 495805-BLG-3, 495805-BLG-4",62,30,30
492173-WAL,"Jonathan Charles Italian Lions Paw Desk (Leather & Walnut)
",Jonathan Charles ,Desks,5126.4,"Imposing and finely carved walnut writing table after an Italian original of c.1800, with inset green leather panels to the surface and three drawers, brass lions head details and shallow carved volute legs terminating in lions paw feet.
Dim. - IN 64''w x 30 1/4''d x 30 3/4''h
Weight (lbs) 158.73
Materials: Acacia, Oak, Leather , Brass","492173-WAL-1, 492173-WAL-2, 492173-WAL-3, 492173-WAL-4
",64,30,30
496020-PBL,Jonathan Charles Madison Piano Black Cocktail Table,Jonathan Charles ,Tables > Cocktail Tables,1893.6,"Madison Piano Black Cocktail Table with Grey Wave Marble Top
54''w x 28''d x 17 3/4''h
Acacia","496020-PBL-1, 496020-PBL-2, 496020-PBL-3, 496020-PBL-4, 496020-PBL-5",54,28,17
496021-76L-AAB,Jonathan Charles Madison Rounded Dining Table,Jonathan Charles ,Tables > Dining Tables,7692,"76"" Madison Rounded Corner Amber Ash Burl & Piano Black Extending Dining Table

76''w x 42''d x 30 1/4''h

Materials:
 Beech

Other Materials: 
ASH Burl veneer, Stainless steel, White brass

Leaf Qty: 2

Leaf Size: 24

Width Open: 76

Width w/ 1 Leaf: 100

Width w/ 2 Leaves: 124

Seats: 6
Seats w/ 1 leaf: 8
Seats w/ 2 leaves: 10","496021-76L-AAB-1, 496021-76L-AAB-2, 496021-76L-AAB-3, 496021-76L-AAB-4, 496021-76L-AAB-5",76,42,30
494780-MWA,Jonathan Charles French renaissance style library table,Jonathan Charles ,Desks,5835.6,"French renaissance style library table
57 1/2''w x 31 1/2''d x 30 1/4''h
Acacia

Highly detailed rectangular walnut centre or library table in the French renaissance style with lion bracket supports to either end and a central arched columnar arcade. After an original of c.1550.","494780-MWA-1, 494780-MWA-2, 494780-MWA-3, 494780-MWA-4, 494780-MWA-5",57,31,30
495510-BMA-GIL,Jonathan Charles Standing mirror with gilt carved detailing,Jonathan Charles ,Accessories > Mirrors,3000,"Standing mirror with gilt carved detailling
44 7/8''w x 4 3/4''d x 96 1/4''h
Acacia

Antique mahogany standing mirror with gilt carved detailling added to curved top.","495510-BMA-GIL-1, 495510-BMA-GIL-2, 495510-BMA-GIL-3",44,4,96
492667-WAL,Jonathan Charles Rectangular Walnut Panelled Mirror with Brass Details,Jonathan Charles ,Accessories > Mirrors,2381.4,"Rectangular Walnut Panelled Mirror with Brass Details
36 1/2''w x 1 3/4''d x 50 3/4''h
Acacia

Decorative rectangular walnut mirror with distressed finish, the panelled surround with eight smaller mirrored panels and finely cast patinated brass insets to the corners. Plain mirror glass.",492667-WAL-1,36.5,1.75,50.75
493060-GIL,Jonathan Charles Empire style gilded mirror,Jonathan Charles ,Accessories > Mirrors,2160,"Empire style gilded mirror
32 5/8''w x 2''d x 54 1/8''h
Acacia

Napoleonic style gilded rectangular mirror with finely detailed handcarved decoration throughout, a laurel wreath to the top, and lyre-capped columns to the sides. Based on an original of c.1810.","493060-GIL-1, 493060-GIL-2",32,2,54
494372-GIL,Jonathan Charles Finely carved & gilded rococo style mirror,Jonathan Charles ,Accessories > Mirrors,2280,"Finely carved & gilded rococo style mirror
33''w x 1 3/4''d x 56 1/8''h
Acacia
Mirror, Gold leaf

Very finely carved and gilded wall mirror in the manner of Grinling Gibbons with an undulating surround of fine Rococo scrolls and floral ornament crowned with a stylised fleur-de-lys. Inspired by an original of c.1700. Plain mirror glass.","494372-GIL-1, 494372-GIL-2, 494372-GIL-3",33,1.75,56
495000-GIL,Jonathan Charles Gilded rectangular sunburst mirror,Jonathan Charles ,Accessories > Mirrors,1981,"Gilded rectangular sunburst mirror
36''w x 3 1/2''d x 52''h
Acacia

Finely detailed large gilt rectangular sunburst mirror with a large central glass and multiple carved ""rays"" to the frame.","495000-GIL-1, 495000-GIL-2",36,3,52
494385-WAL-L007,Jonathan Charles Revolving barstool green leather (Arm),Jonathan Charles ,Seating > Bar Stools ,3256,"Revolving barstool green leather (Arm)
22 7/8''w x 24 3/8''d x 47 5/8''h
Acacia

Upholstered barstool with arms in studded dark green leather set within a walnut frame, padded armcaps, and a revolving mechanism set above four cabriole legs and an undulating rail.","494385-WAL-L007-1, 494385-WAL-L007-2, 494385-WAL-L007-3, 494385-WAL-L007-4",22,24,47
494210-AC-FBG-F001,Jonathan Charles Black & Gilded Floral Chair (Arm),Jonathan Charles ,Seating > Dining Chairs,2280,"Black & Gilded Floral Chair (Arm)
22 3/8''w x 23''d x 39 1/8''h
Acacia

Small and elegant black painted arm chair with fine floral gilded details to the back rail and cabriole legs. Inspired by English Victorian papier-mÃ¢chÃ© chairs of the 1870's.","494210-AC-FBG-F001-1, 494210-AC-FBG-F001-2, 494210-AC-FBG-F001-3, 494210-AC-FBG-F001-4, 494210-AC-FBG-F001-5",22,23,39
495046-AC-BLA-F001,Jonathan Charles Greek Revival Biedermeier Black Arm Chair,Jonathan Charles ,Seating > Dining Chairs,1981.8,"Greek Revival Biedermeier Black Arm Chair
23 1/4''w x 23 5/8''d x 40''h
Acacia

Greek revival Biedermeier style black painted arm chair with full upholstery and having a pierced back for ease of movement. Inspired by designs of the early 19th century. ","495046-AC-BLA-F001-1, 495046-AC-BLA-F001-2, 495046-AC-BLA-F001-3, 495046-AC-BLA-F001-4",23,23,40
499179-AC-BRW-L011,Jonathan Charles Walnut Arm Chair,Jonathan Charles ,Seating > Dining Chairs,1749,"Walnut Arm Chair with DV Medium Antique Chestnut Leather Seat And Fabric Back
22 1/2''w x 22 1/2''d x 40 1/4''h
Acacia

Walnut Louis XV style arm chair with curved back and seat above bracketed tapered cabriole legs with scrolled feet. Fine carving to tops of legs. A DV medium antique chestnut leather seat and fabric upholstered back panel. (Shown with Mazo fabric.). Side chair : 499179.","499179-AC-BRW-L011-1, 499179-AC-BRW-L011-2, 499179-AC-BRW-L011-3",22.5,22.5,40.25
499179-SC-BRW-L011,Jonathan Charles Walnut side chair,Jonathan Charles ,Seating > Dining Chairs,1605,"Walnut side chair with DV medium antique chestnut leather seat and fabric back
23 1/4''w x 22 1/2''d x 40 1/4''h
Acacia

Walnut Louis XV style side chair with curved back and seat above bracketed tapered cabriole legs with scrolled feet. Fine carving to tops of legs. A DV medium antique chestnut leather seat and fabric upholstered back panel. (Shown with Mazo fabric.). Armchair : 499180.","499179-SC-BRW-L011-1, 499179-SC-BRW-L011-2, 499179-SC-BRW-L011-3",23.25,22.5,40.25
530226-80L-CLO,Jonathan Charles Ferdinand Cloudy Oak Entertainment Unit,Jonathan Charles ,Entertainment,5214,"Ferdinand Cloudy Oak Entertainment Unit
Dim. - IN80''w x 18 1/2''d x 22''h
Materials: Oak
Weight (lbs)198.42","530226-80L-CLO-1, 530226-80L-CLO-2, 530226-80L-CLO-3, 530226-80L-CLO-4, 530226-80L-CLO-5",80,18.5,22
530226-114L-CLO,"Jonathan Charles 114"" Ferdinand Cloudy Oak Entertainment Unit",Jonathan Charles ,Entertainment,6631,"Signature of our beautiful ...Collected collection is the use of marquetry. The Ferdinand was taken from a small piece of 17th century wall panelling that I saw on a visit to Stockholm. Designed here as a stylish take on a media unit for modern day living, Ferdinand works perfectly in the living room or family room.

Dim. - IN114''w x 18 1/2''d x 22''h
Materials: Oak
Weight (lbs) 286.6

","530226-114L-CLO-1, 530226-114L-CLO-2, 530226-114L-CLO-3, 530226-114L-CLO-4, 530226-114L-CLO-5",114,18.5,22
500266-WGE,Jonathan Charles Gatsby Entertainment Cabinet,Jonathan Charles ,Entertainment,5436,"Gatsby Dark Grey Walnut and Stainless Steel Entertainment Unit

Dim. - IN100''w x 19''d x 26''h
Materials: Walnut quarter veneer
Weight (lbs) 315.26","500266-WGE-1, 500266-WGE-2, 500266-WGE-3, 500266-WGE-4",100,19,26
500254-WGE-STS,Jonathan Charles Gatsby Storage Cabinet,Jonathan Charles ,Cabinets,2845,"Gatsby Contemporary Dark Grey Walnut & Stainless Steel Two Door Accent Cabinet

Dim. - IN42''w x 18 3/4''d x 38 1/4''h
Materials: Walnut quarter veneer
Weight (lbs)149.91","500254-WGE-STS-1, 500254-WGE-STS-2, 500254-WGE-STS-3, 500254-WGE-STS-4, 500254-WGE-STS-5",42,18.75,38.25
500221-ENO-M025,Jonathan Charles Fusion Storage Cabinet with Marble Top,Jonathan Charles ,Cabinets,6631,"Ebonised Oak and Brass Storage Cabinet with White Calcutta Marble Top

Dim. - IN48''w x 20 1/8''d x 38''h
Materials: Oak, Brass, Marble
Weight (lbs) 165.35","500221-ENO-M025-1, 500221-ENO-M025-2, 500221-ENO-M025-3, 500221-ENO-M025-4",48,20,38
496074-WBA,Jonathan Charles Barcelona Bar Cabinet,Jonathan Charles ,Bars,5425,"Barcelona Walnut & Stainless Steel Bar Cabinet

Dim. - IN36''w x 18''d x 69''h
Materials: European Walnut Swirl venee, Brass, Stainless steel 
Weight (lbs) 315.7","496074-WBA-1, 496074-WBA-2, 496074-WBA-3, 496074-WBA-4, 496074-WBA-5",36,18,69
493072-MAH,Jonathan Charles Mahogany Glazed Display Cabinet with Drawers,Jonathan Charles ,Display Cabinets,11592,"George II style mahogany veneered and cross banded china display cabinet, the top section with a broken pediment centred with an urn, glazed doors with gothic ogee topped glazing bars, three glass inset shelves, and two short and three graduated drawers to the base. Range sensitive lighting with touch controlled dimmer.

Dim. - IN48 1/8''w x 19 5/8''d x 94 1/8''h
Materials: Acacia, Mahogany Khaya Crotch veneer, Glass
Weight (lbs)381.4","493072-MAH-1, 493072-MAH-2",48,19,94
494138-SAS,Jonathan Charles Art Deco Oval Glass Topped Satin Coffee Table,Jonathan Charles ,Tables > Cocktail Tables,2259,"Art Deco inspired oval glass topped coffee table in an exotic satin santos rosewood finish with veneered under-tier and curved ebonized legs.

Dim. - IN54''w x 30''d x 20''h
Weight (lbs)98.33

Materials: Acacia
Other Materials: Glass, Santos rosewood veneer","494138-SAS-1, 494138-SAS-2, 494138-SAS-3, 494138-SAS-4, 494138-SAS-5",54,30,20
500218-BAE-ENO,Jonathan Charles Fusion Chinoiserie Nesting Tables,Jonathan Charles ,Tables > Occasional Tables,3078,"Inspired by the work of the French Modernists, this table is constructed of hardwood with an ebonized finish. Top features an acid etched interpretation of chinoiserie.

Materials: Oak
Other Materials: Brass

Dim. - IN 19''w x 16''d x 26''h

Weight (lbs): 85.1","500218-BAE-ENO-1, 500218-BAE-ENO-2, 500218-BAE-ENO-3, 500218-BAE-ENO-4, 500218-BAE-ENO-5",19,16,26
491152-G-BLG,Jonathan Charles Gilded Iron Coffee Table in Smoky Black,Jonathan Charles ,Tables > Cocktail Tables,2214,"Gilded iron coffee table in smoky black with clear glass top and greek style hardware.

Dim. - IN48''w x 28''d x 20''h

Materials: Iron

Weight (lbs) 196.21

","491152-G-BLG-1, 491152-G-BLG-2, 491152-G-BLG-3, 491152-G-BLG-4, 491152-G-BLG-5, 491136-G-BLG",48,28,20
491151-G-BLG,Jonathan Charles Gilded Iron Side Table in Smoky Black,Jonathan Charles ,Tables > End Tables,1800,"Gilded iron side table in smoky black with clear glass top, greek style hardware, and under-tier.

Dim. - IN24''w x 24''d x 26''h

Materials: Iron

Weight (lbs) 125.66","491151-G-BLG-1, 491151-G-BLG-2, 491151-G-BLG-3, 491151-G-BLG-4, 491151-G-BLG-5, 491136-G-BLG",24,24,26
491150-G-BLG ,Jonathan Charles Gilded Iron Chest of Drawers in Smoky Black,Jonathan Charles ,Chests,3084,"Gilded iron chest of drawers in smoky black with clear glass top and greek style hardware.

Dimensions (W x D x H)
42 x 22 x 36 inches

LBS: 185.19  
","491150-G-BLG-1, 491150-G-BLG-2, 491150-G-BLG-3, 491150-G-BLG-4, 491150-G-BLG-5, 491150-G-BLG-6, 491150-G-BLG-7, 491150-G-BLG-8, 491150-G-BLG-9",42,22,36
491136-G-BLG,Jonathan Charles Gilded Iron Round Lamp Table with Smoky Black Top,Jonathan Charles ,Tables > End Tables,855,"Gilded iron round lamp table with smoky black top and contemporary stepped base.

Dimensions (W x D x H)
24 x 22 ½ x 25 inches

LBS: 48.5","491136-G-BLG-1, 491136-G-BLG-2, 491136-G-BLG-3, 491136-G-BLG-4, 491136-G-BLG-5",24,22.5,25
494953-DLF,Jonathan Charles Hyedua Circular Centre Table,Jonathan Charles ,Tables > Occasional Tables,1528,"Contemporary styled circular centre table, the top and pedestal veneered in decorative hyedua with distinct geometric grain, mounted with sleek brass details. 

Dim. - IN 40''w x 40''d x 30''h

Materials: Acacia, Brass, Hyedua veneer

Weight (lbs)88.63","494953-DLF-1, 494953-DLF-2, 494953-DLF-3, 494953-DLF-4, 494953-DLF-5",40,40,30
"494600-MAH",Jonathan Charles Regency Console with Shelf ,Jonathan Charles ,Tables > Console Tables,2845,"Late Regency style mahogany console table with antiqued finish, two drawers above a shaped under tier set between elegant fluted tapering legs topped with paterae.

Dim. - IN 54''w x 11''d x 33''h

Materials: Acacia, Oak, Mahogany Khaya Crotch veneer, Oak veneer

Weight (lbs)61.73","494600-MAH-1, 494600-MAH-2
",54,11,33
500349-AC-WTL-F300,Jonathan Charles Toulouse Arm Chair,Jonathan Charles ,Seating > Dining Chairs,885,"Sculpted from American walnut, with a hand rubbed lacquer finish, this chair is upholstered in a Jonathan Charles preformance fabric. Upholstered in Castaway (F300).

Dim. - IN: 22 5/8''w x 25''d x 36 5/8''h
Seat Height: 19 1/2
Arm Height: 25

Materials: Walnut, Fabric 


","500349-AC-WTL-F300-1, 500349-AC-WTL-F300-2, 500349-AC-WTL-F300-3, 500349-AC-WTL-F300-4, 500349-AC-WTL-F300-5",22,25,36
500349-SC-WTL-F300,Jonathan Charles Toulouse Side Chair,Jonathan Charles ,Seating > Dining Chairs,775,"Sculpted from American walnut, with a hand rubbed lacquer finish, this chair is upholstered in a Jonathan Charles preformance fabric. Upholstered in Castaway (F300).

Dim. - IN: 20 5/8''w x 25''d x 36 5/8''h
Seat Height: 19 1/2

Materials: Walnut, Fabric 


","500349-SC-WTL-F300-1, 500349-SC-WTL-F300-2, 500349-SC-WTL-F300-3, 500349-SC-WTL-F300-4, 500349-SC-WTL-F300-5",20,25,36
500352-WTL,Jonathan Charles Toulouse Dresser,Jonathan Charles ,Dressers,4428,"Informed by French Modernism, this cabinet is constructed of walnut with a transparent lacquer finish. Top features walnut veneer in a pattern reminiscent of straw work. Hardware is cast in the Jonathan Charles foundry where it is acid dipped and hand rubbed to achieve a rich, natural patina.

Dim. - IN: 72 7/8''w x 20 3/8''d x 35 3/4''h
Inside Depth: 15 1/2
Width Inside:  30 1/2

Materials: Walnut quarter figured veneer, Brass","500352-WTL-1, 500352-WTL-2, 500352-WTL-3, 500352-WTL-4, 500352-WTL-5",72,20,35
500354-WTL,Jonathan Charles Toulouse Tall Dresser,Jonathan Charles ,Dressers,4428,"This cabinet is constructed of American walnut with a transparent, lacquer finish. Drawer fronts feature walnut veneers in a box match pattern. Hardware is cast from brass, acid dipped and hand rubbed to achieve a rich, natural patina. Sides of cabinet display face grade veneer.

Dim. - IN: 44 1/8''w x 21 1/8''d x 55''h
Inside Depth: 15 1/2
Width Inside:  39 7/8

Materials: Walnut quarter figured veneer, Brass","500354-WTL-1, 500354-WTL-2, 500354-WTL-3, 500354-WTL-4, 500354-WTL-5",44,21,55
500376-WTL,Jonathan Charles Toulouse Desk,Jonathan Charles ,Desks,3045,"Dim. - IN: 60''w x 30''d x 30''h

Weight (lbs): 132.28

Materials: Walnut quarter figured veneer, Brass","500376-WTL-1, 500376-WTL-2, 500376-WTL-3, 500376-WTL-4, 500376-WTL-5",60,30,30
500377-TSO,Jonathan Charles Toulouse One Drawer Nightstand,Jonathan Charles ,Nightstands,2071,"Constructed of American walnut with a transparent, lacquer finish. Top features walnut veneer in a pattern reminiscent of straw work. Hardware is cast from brass, acid dipped and hand rubbed to achieve a natural patina. Drawer box interiors are finished to match the exterior of the cabinet.

Dim. - IN: 39''w x 18 7/8''d x 29''h
Inside Depth: 31 3/4
Width Inside: 17 3/4

Materials: Oak, Stainless steel

Weight (lbs): 99.21","500377-TSO-1, 500377-TSO-2, 500377-TSO-3, 500377-TSO-4, 500377-TSO-5",39,18,29
500378-TSO,Jonathan Charles Toulouse Dresser,Jonathan Charles ,Dressers,5347,"Dim. - IN: 82 7/8''w x 21 3/8''d x 33 7/8''h
Inside Depth: 18 5/8
Width Inside:  14 1/2

Materials: Oak veneer, Stainless Steel

Weight (lbs): 176.37","500378-TSO-1, 500378-TSO-2, 500378-TSO-3, 500378-TSO-4, 500378-TSO-5",82,21,33
500375-USK-TSO-F300,Jonathan Charles Toulouse Poster Bed - King,Jonathan Charles ,Beds,5835,"Size: King

Dim. - IN: 82 1/4''w x 88''d x 92 1/8''h
Inside Depth: 23 3/4
Width Inside: 25 7/8

Materials: Oak, Fabric, Stainless steel

Weight (lbs)485.02","500375-USK-TSO-F300-1, 500375-USK-TSO-F300-2, 500375-USK-TSO-F300-3, 500375-USK-TSO-F300-4, 500375-USK-TSO-F300-5",82,88,92
500351-TSO,Jonathan Charles Toulouse Accent Chest,Jonathan Charles ,Chests,4617,"Dim. - IN: 48 1/8''w x 21 3/8''d x 34 1/4''h
Inside Depth: 18 3/4
Width Inside: 42 3/4

Materials: Oak, Stainless steel
Weight (lbs): 176.37","500351-TSO-1, 500351-TSO-2, 500351-TSO-3, 500351-TSO-4, 500351-TSO-5",48,21,34
500374-107L-SIL,Jonathan Charles Toulouse Entertainment Cabinet,Jonathan Charles ,Entertainment,6564,"Dim. - IN: 106 7/8''w x 20''d x 31 7/8''h
Inside Depth: 18 3/8
Width Inside:  35 1/8

Materials: Silver leaf, Stainless steel, Walnut quarter veneer, Egg shell, Plywood

Weight (lbs): 220.46

","500374-107L-SIL-1, 500374-107L-SIL-2, 500374-107L-SIL-3, 500374-107L-SIL-4, 500374-107L-SIL-5",106,20,31
